,course_name,course_code,prerequisites_text,antirequisites_text,corequisites_text,precorequisites_text,prerequisites_link,antirequisites_link,corequisites_link,precorequisites_link,description,location,extra_info,weight,category
34,CADAVERIC ANATOMY: MUSCULOSKELETAL,ANATCELL 4200A,"[{'text': 'either (a minimum mark of 80% in', 'isLink': False}, {'text': 'ANATCELL 2200A/B', 'isLink': True}, {'text': ') or (a minimum mark of 80% in one of', 'isLink': False}, {'text': 'HEALTSCI 2300A/B', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'KINESIOL 1060A/B', 'isLink': True}, {'text': 'or', 'isLink': False}, {'text': 'KINESIOL 2222A/B', 'isLink': True}, {'text': '; plus a minimum mark of 80% in one of', 'isLink': False}, {'text': 'HEALTSCI 3300A/B', 'isLink': True}, {'text': 'or', 'isLink': False}, {'text': 'KINESIOL 3222A/B', 'isLink': True}, {'text': ').', 'isLink': False}]","[{'text': 'The former Anatomy and Cell Biology 2221.', 'isLink': False}]",[],[],"['HEALTSCI 2300A/B', 'KINESIOL 2222A/B', 'KINESIOL 3222A/B', 'ANATCELL 2200A/B', 'HEALTSCI 3300A/B', 'KINESIOL 1060A/B']",[],[],[],"Advanced human anatomy course which integrates lecture material with cadaveric laboratory dissections to explain how physical injuries and clinical impairments are associated with the spatial and functional relationships between the major structures of the upper and lower limbs (bones, muscles, ligaments, innervation and vasculature).",Western Main Campus,"2 lecture hours, 3 laboratory hours. Restricted to Year 4 students in Honours Specialization modules in Kinesiology and basic medical science modules.",0.5,ANATCELL
35,CADAVERIC ANATOMY: ORGANS & SYSTEMS,ANATCELL 4201B,"[{'text': 'either (a minimum mark of 80% in', 'isLink': False}, {'text': 'ANATCELL 2200A/B', 'isLink': True}, {'text': ') or (a minimum mark of 80% in one of', 'isLink': False}, {'text': 'HEALTSCI 2300A/B', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'KINESIOL 1060A/B', 'isLink': True}, {'text': 'or', 'isLink': False}, {'text': 'KINESIOL 2222A/B', 'isLink': True}, {'text': '; plus a minimum mark of 80% in one of', 'isLink': False}, {'text': 'HEALTSCI 3300A/B', 'isLink': True}, {'text': 'or', 'isLink': False}, {'text': 'KINESIOL 3222A/B', 'isLink': True}, {'text': ').', 'isLink': False}]","[{'text': 'The former Anatomy and Cell Biology 2221.', 'isLink': False}]",[],[],"['HEALTSCI 2300A/B', 'KINESIOL 2222A/B', 'KINESIOL 3222A/B', 'ANATCELL 2200A/B', 'HEALTSCI 3300A/B', 'KINESIOL 1060A/B']",[],[],[],"An advanced human anatomy course which integrates lecture material with cadaveric laboratory dissections to explain the structural and functional relationships between the various organs that comprise the cardiovascular, respiratory, digestive, urogenital and central nervous systems. Special attention is given to clinical conditions associated with these anatomical systems.",Western Main Campus,"2 lecture hours, 3 laboratory hours. Restricted to Year 4 students in Honours Specialization modules in Kinesiology and basic medical science modules.",0.5,ANATCELL
36,DISCOVERY-BASED CELL BIOLOGY I,ANATCELL 4410A,"[{'text': 'One of', 'isLink': False}, {'text': 'BIOLOGY 3316A/B', 'isLink': True}, {'text': 'or', 'isLink': False}, {'text': 'PHYSIOL 3140A', 'isLink': True}, {'text': 'with a minimum mark of 70%, or', 'isLink': False}, {'text': 'ANATCELL 3309', 'isLink': True}, {'text': 'with a minimum mark of 75%. The preferred prerequisite is one of', 'isLink': False}, {'text': 'BIOLOGY 3316A/B', 'isLink': True}, {'text': 'or', 'isLink': False}, {'text': 'PHYSIOL 3140A', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],"['PHYSIOL 3140A', 'ANATCELL 3309', 'BIOLOGY 3316A/B']",[],[],[],"This course focuses on advanced cell biological principles and the research pathways that lead to new discoveries in cytoskeletal regulation and cancer cell biology. Students will examine the controversial social/ethical parameters that guide bench-to-bedside experimentation and clinical translation, and will be trained in effective verbal and written scientific presentations.",Western Main Campus,3 lecture hours.,0.5,ANATCELL
37,DISCOVERY-BASED CELL BIOLOGY II,ANATCELL 4411B,"[{'text': 'One of', 'isLink': False}, {'text': 'BIOLOGY 3316A/B', 'isLink': True}, {'text': 'or', 'isLink': False}, {'text': 'PHYSIOL 3140A', 'isLink': True}, {'text': 'with a minimum mark of 70%, or', 'isLink': False}, {'text': 'ANATCELL 3309', 'isLink': True}, {'text': 'with a minimum mark of 75%. The preferred prerequisite is one of', 'isLink': False}, {'text': 'BIOLOGY 3316A/B', 'isLink': True}, {'text': 'or', 'isLink': False}, {'text': 'PHYSIOL 3140A', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],"['PHYSIOL 3140A', 'ANATCELL 3309', 'BIOLOGY 3316A/B']",[],[],[],"This course focuses on cell signalling diseases, cell specialization, stem cells, cloning and the cell biology of aging. Students will be trained in effective verbal and written scientific presentations.",Western Main Campus,3 lecture hours.,0.5,ANATCELL
38,ADVANCED CLINICAL HISTOLOGY,ANATCELL 4425A/B,"[{'text': 'A minimum mark of 70% in either', 'isLink': False}, {'text': 'ANATCELL 3309', 'isLink': True}, {'text': 'or', 'isLink': False}, {'text': 'PATHOL 3500', 'isLink': True}, {'text': '.', 'isLink': False}]","[{'text': 'PATHOL 4425A/B', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],"['PATHOL 3500', 'ANATCELL 3309']",['PATHOL 4425A/B'],[],[],This course focuses on the microscopic evaluation and interpretation of tissue sections obtained from humans and animals. Lectures and laboratory sessions will examine select histology specimens obtained from healthy tissue/organs and from humans and animal models of disease.,Western Main Campus,"2 lecture hours, 2 laboratory hours.  Cross-listed with Pathology 4425A/B.",0.5,ANATCELL
39,INTEGRATIVE NEUROSCIENCE,ANATCELL 4451F/G,"[{'text': 'BIOCHEM 2280A', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'BIOLOGY 2382A/B', 'isLink': True}, {'text': 'and registration in Year 4 of a basic medical science module.', 'isLink': False}]",[],[],[],"['BIOCHEM 2280A', 'BIOLOGY 2382A/B']",[],[],[],"This course focuses on the link between cellular/molecular mechanisms in the brain and behaviour. Topics include fundamental brain functions such as learning and memory, circadian rhythms and sleep, sexual behavior, motivation and reward, addiction, fear and anxiety, pain, stress, and the neurobiology of neurological and neuropsychiatric disorders.",Western Main Campus,"2 lecture hours, 2 laboratory hours.",0.5,ANATCELL
40,NEUROBIOLOGY OF MENTAL ILLNESS,ANATCELL 4452A/B,"[{'text': 'a minimum mark of 70% in one of the following:', 'isLink': False}, {'text': 'ANATCELL 3200A/B', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'NEURO 2000', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'or the former Anatomy and Cell Biology 3319.', 'isLink': False}]",[],[],[],"['NEURO 2000', 'ANATCELL 3200A/B']",[],[],[],"An introduction to common mental health disorders focusing on anatomical, clinical, biological, genetic and epidemiological aspects of psychiatric disorders including schizophrenia, addiction, depression, phobias, panic/anxiety, post-traumatic stress disorder, OCD, paranoia, attention-deficit hyperactivity disorder, suicide and autism. In addition to lectures and tutorials, students will debate important ethical issues in psychiatry.",Western Main Campus,"2 lecture hours, 2 tutorial hours.",0.5,ANATCELL
41,TRANSLATIONAL MODELS OF CANCER,ANATCELL 4461B,"[{'text': 'a minimum mark of 70% in one of', 'isLink': False}, {'text': 'ANATCELL 3309', 'isLink': True}, {'text': 'or', 'isLink': False}, {'text': 'PATHOL 3500', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],"['PATHOL 3500', 'ANATCELL 3309']",[],[],[],"This course introduces main cancer types in terms of histology, prognosis, biomarkers, imaging, and sites of metastasis. The role of translational research models in the development of disease-specific diagnostic tools and treatment modalities will be emphasized.",Western Main Campus,"1 lecture hour, 3 lecture/tutorial hours per week.",0.5,ANATCELL
42,RESEARCH PROJECT AND SEMINAR,ANATCELL 4480E,"[{'text': 'ANATCELL 3329A/B', 'isLink': True}, {'text': ';', 'isLink': False}, {'text': 'BIOCHEM 3381A', 'isLink': True}, {'text': 'and', 'isLink': False}, {'text': 'BIOCHEM 3382A', 'isLink': True}, {'text': 'with marks in each of at least 70%; one of', 'isLink': False}, {'text': 'ANATCELL 3700F/G', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'BIOCHEM 3380G', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'BIOCHEM 3390B', 'isLink': True}, {'text': 'or', 'isLink': False}, {'text': 'BIOLOGY 3326F/G', 'isLink': True}, {'text': 'with a mark of at least 70%. Enrolment is limited and available only to students in the Year 4 of either an Honours Specialization in Biochemistry and Cell Biology or an Honours Specialization in Medical Cell Biology.', 'isLink': False}]","[{'text': 'BIOCHEM 4483E', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'MICROIMM 4970E', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],"['BIOCHEM 3380G', 'BIOCHEM 3390B', 'ANATCELL 3700F/G', 'BIOCHEM 3382A', 'BIOLOGY 3326F/G', 'BIOCHEM 3381A', 'ANATCELL 3329A/B']","['MICROIMM 4970E', 'BIOCHEM 4483E']",[],[],"The course consists of: lectures on laboratory safety, biosafety, use of animals in research, scientific integrity; an independent research project (topic and advisor chosen by consultation between student and faculty); scientific communication.",Western Main Campus,15 hours per week.,1.5,ANATCELL
43,MANY WAYS OF BEING HUMAN,ANTHRO 1020,[],"[{'text': 'ANTHRO 1021A/B', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'ANTHRO 1022A/B', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'ANTHRO 1025F/G', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'ANTHRO 1026F/G', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],"['ANTHRO 1025F/G', 'ANTHRO 1021A/B', 'ANTHRO 1026F/G', 'ANTHRO 1022A/B']",[],[],"An introduction to anthropology (the study of human beings, past and present) co-taught by specialists in biological anthropology, archaeology, linguistic anthropology, and sociocultural anthropology. Students will explore anthropological approaches to and findings concerning: human evolution; variation and adaptation; diverse forms of social, political, and economic organization; culture; ritual; language; communication; identity; gender; health; social inequality; and globalization.",Western Main Campus,"2 lecture hours, 1 tutorial hour.Note: Students interested in earning essay course credit are encouraged to take Anthropology 1025F/G and Anthropology 1026F/G instead of Anthropology 1020.",1.0,ANTHRO
44,INTRODUCTION TO SOCIOCULTURAL AND LINGUISTIC ANTHROPOLOGY,ANTHRO 1021A/B,[],"[{'text': 'ANTHRO 1020', 'isLink': True}, {'text': '(formerly Anthropology 1020E),', 'isLink': False}, {'text': ',', 'isLink': False}, {'text': 'ANTHRO 1025F/G', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],"['ANTHRO 1020', 'ANTHRO 1025F/G']",[],[],"An introductory course teaching basic concepts in the study of socio-cultural and linguistic practices worldwide. It underscores shared human experiences as well as our rich diversity. Topics include, changing socio-cultural and economic institutions, political and religious systems, and the role of language in the workings of power, indexicality and identity.",Western Main Campus,"2 lecture hours, 1 tutorial hour.",0.5,ANTHRO
45,INTRODUCTION TO BIOLOGICAL ANTHROPOLOGY AND ARCHAEOLOGY,ANTHRO 1022A/B,[],"[{'text': 'ANTHRO 1020', 'isLink': True}, {'text': '(formerly Anthropology 1020E),', 'isLink': False}, {'text': ',', 'isLink': False}, {'text': 'ANTHRO 1026F/G', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],"['ANTHRO 1020', 'ANTHRO 1026F/G']",[],[],"An introduction to aspects of Biological Anthropology and Archaeology which help us to understand the place of humankind in nature. Topics to be covered include heredity, human evolution and variability, archaeological method, the development of culture, the domestication of plants and animals, and the rise of civilization and the state.",Western Main Campus,"2 lecture hours, 1 tutorial hour.",0.5,ANTHRO
46,INTRODUCTION TO SOCIOCULTURAL AND LINGUISTIC ANTHROPOLOGY,ANTHRO 1025F/G,[],"[{'text': 'ANTHRO 1020', 'isLink': True}, {'text': '(formerly Anthropology 1020E),', 'isLink': False}, {'text': ',', 'isLink': False}, {'text': 'ANTHRO 1021A/B', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],"['ANTHRO 1020', 'ANTHRO 1021A/B']",[],[],"An introductory course teaching basic concepts in the study of socio-cultural and linguistic practices worldwide. It underscores shared human experiences as well as our rich diversity. Topics include, changing socio-cultural and economic institutions, political and religious systems, and the role of language in the workings of power, indexicality and identity.",Western Main Campus,3 lecture hours.,0.5,ANTHRO
47,INTRODUCTION TO BIOLOGICAL ANTHROPOLOGY AND ARCHAEOLOGY,ANTHRO 1026F/G,[],"[{'text': 'ANTHRO 1020', 'isLink': True}, {'text': '(formerly Anthropology 1020E),', 'isLink': False}, {'text': ',', 'isLink': False}, {'text': 'ANTHRO 1022A/B', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],"['ANTHRO 1020', 'ANTHRO 1022A/B']",[],[],"An introduction to aspects of biological anthropology and archaeology which help us to understand the place of humankind in nature. Topics to be covered include heredity, human evolution and variability, archaeological method, the development of culture, the domestication of plants and animals, and the rise of civilization and the state.",Western Main Campus,3 lecture hours.,0.5,ANTHRO
48,INTRODUCTION TO LINGUISTICS,ANTHRO 1027A/B,[],"[{'text': 'LINGUIST 2288A/B', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],['LINGUIST 2288A/B'],[],[],"Introduction to basic concepts and methods of modern linguistics. Topics include articulatory and acoustic phonetics, phonology, morphology, syntax and semantics. This course is a prerequisite for subsequent linguistics courses in the Department of Anthropology and/or the Linguistics program.",Western Main Campus,"2 lecture hours, 1 tutorial hour.",0.5,ANTHRO
49,ARCHAEOLOGY AND WORLD PREHISTORY,ANTHRO 2100,[],[],[],[],[],[],[],[],"The field of archaeology, with emphasis on the major discoveries of the discipline. Topics include the evolution of humans, their spread throughout the world, the origins of agriculture, urbanization, and the development of early civilizations. Major archaeological sites like Olduvai Gorge, Stonehenge, Giza, Ur and Teotihuacan will be discussed.",Western Main Campus,3 hours.,1.0,ANTHRO
50,GREAT ARCHAEOLOGICAL SITES,ANTHRO 2101A/B,[],[],[],[],[],[],[],[],"An examination of spectacular archaeological sites around the world, including many on the UNESCO World Heritage List. The course covers sites of complex hunter-gatherers and farmers, and early states and empires in Mesopotamia, Egypt, the Aegean, Asia and Mesoamerica, the Andes and the Classical World.",Western Main Campus,3 hours.,0.5,ANTHRO
51,URBAN ANTHROPOLOGY,ANTHRO 2201F/G,[],[],[],[],[],[],[],[],"Today, with over half the world population living in cities, urban field sites have become the norm for many anthropologists. Through case studies, this course introduces key topics, debates, and insights associated with urban anthropology and invites reflection on the contributions anthropology can make to urban studies.",Western Main Campus,3 lecture hours.,0.5,ANTHRO
52,"INDIGENOUS PEOPLES, GLOBALIZATION AND THE ENVIRONMENT",ANTHRO 2203F/G,[],"[{'text': 'INDIGSTU 2203F/G', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],['INDIGSTU 2203F/G'],[],[],"An examination of natural resource development emphasizing the interplay between indigenous people, the state and transnational developers. Topics include: environmentalism and livelihood; land rights; corporate power and state policies; common property and community-based resource management; NGOs in environmental politics; sustainability and the greening of development.",Western Main Campus,3 lecture hours.,0.5,ANTHRO
53,CULTURES OF THE CARIBBEAN,ANTHRO 2211F/G,[],"[{'text': 'INDIGSTU 2211F/G', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],['INDIGSTU 2211F/G'],[],[],"An introduction to the Caribbean and circum- Caribbean, emphasizing religion, aesthetic styles, current political processes, and relationships of the region and its peoples to Canada.",Western Main Campus,3 hours.,0.5,ANTHRO
54,CULTURES OF THE PACIFIC,ANTHRO 2212F/G,[],"[{'text': 'INDIGSTU 2212F/G', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],['INDIGSTU 2212F/G'],[],[],"Focusing on the cultures of Melanesia, Micronesia and Polynesia, this course reveals how people often understood as peripheral are at the centre of global processes. The course addresses topics including social structure, gender, politics, economies, ecologies, cosmologies, and the representation of Pacific peoples.",Western Main Campus,3 hours.,0.5,ANTHRO
55,ANTHROPOLOGICAL PERSPECTIVES ON LATIN AMERICA,ANTHRO 2216F/G,[],"[{'text': 'INDIGSTU 2216F/G', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],['INDIGSTU 2216F/G'],[],[],"A journey into the political and economic history of the region that pays attention to the daily lives, as well as the momentous struggles, of its culturally diverse inhabitants. Topics covered include economic dependency and exploitation, urban poverty, social stratification, “race”, indigenous movements, state terror, peaceful resistance and revolution.",Western Main Campus,3 hours.,0.5,ANTHRO
